type,rcvTime,sendTime,sender,messageID,pos,pos_noise,spd,spd_noise,RSSI,repetition,attackerDensity,attackerType
3,10836.1113,10836.11119,103,6954,"[3591.6486521283614, 5609.3807780727075, 1.895]","[0.0, 0.0, 0.0]","[-2.4452561509838016, 29.849748509757838, 0.0]","[0.0, 0.0, 0.0]",1.33E-08,2,0.1,0
3,10836.264,10836.26388,85,7036,"[3629.612532042477, 5343.596795134617, 1.895]","[0.0, 0.0, 0.0]","[4.263111972864628, -34.419422488805516, 0.0]","[0.0, 0.0, 0.0]",2.96E-08,2,0.1,0
3,10836.27325,10836.27314,133,7077,"[3638.527364430091, 5226.432365905575, 1.895]","[0.0, 0.0, 0.0]","[-5.586814276477819, 35.81479372409114, 0.0]","[0.0, 0.0, 0.0]",2.97E-08,2,0.1,0
3,10836.27566,10836.27555,115,7118,"[3808.852659439914, 5228.295747075816, 1.895]","[0.0, 0.0, 0.0]","[3.566005532384713, 8.207501267708407, 0.0]","[0.0, 0.0, 0.0]",8.18E-09,2,0.1,0
3,10836.87704,10836.87692,121,7222,"[3601.542768604885, 5958.638578854841, 1.895]","[0.0, 0.0, 0.0]","[-2.0951688036498126, -31.57923703664329, 0.0]","[0.0, 0.0, 0.0]",1.31E-09,2,0.1,0
3,10837.04186,10837.04175,139,7255,"[3640.6567052633286, 5212.782027996231, 1.895]","[0.0, 0.0, 0.0]","[-5.58481313500834, 35.801965220144034, 0.0]","[0.0, 0.0, 0.0]",8.96E-09,2,0.1,0
3,10837.06732,10837.06721,97,7300,"[3594.9727088112027, 5609.16461099593, 1.895]","[0.0, 0.0, 0.0]","[-2.245355656727862, 27.40987130769593, 0.0]","[0.0, 0.0, 0.0]",2.25E-09,2,0.1,0
3,10837.264,10837.26388,85,7427,"[3634.1804057785275, 5309.28253602049, 1.895]","[0.0, 0.0, 0.0]","[5.378597507004151, -34.16631825472587, 0.0]","[0.0, 0.0, 0.0]",2.56E-09,2,0.1,0
3,10837.27325,10837.27314,133,7464,"[3632.9513135206766, 5262.178160061733, 1.895]","[0.0, 0.0, 0.0]","[-5.581268651278471, 35.779242976785646, 0.0]","[0.0, 0.0, 0.0]",2.61E-08,2,0.1,0
3,10838.04185,10838.04175,139,7633,"[3635.078703138113, 5248.540330603177, 1.895]","[0.0, 0.0, 0.0]","[-5.583161340855217, 35.791376239744636, 0.0]","[0.0, 0.0, 0.0]",8.48E-09,2,0.1,0
3,10838.1113,10838.11119,103,7717,"[3587.8155167341333, 5669.116241354521, 1.895]","[0.0, 0.0, 0.0]","[-1.2506091723712123, 29.922499371990767, 0.0]","[0.0, 0.0, 0.0]",7.12E-09,2,0.1,0
3,10838.264,10838.26388,85,7809,"[3639.5690921695214, 5275.052130423155, 1.895]","[0.0, 0.0, 0.0]","[5.3807695209672834, -34.18011547978714, 0.0]","[0.0, 0.0, 0.0]",3.87E-09,2,0.1,0
3,10838.26552,10838.26541,145,7847,"[3640.9774666934613, 5210.725756946875, 1.895]","[0.0, 0.0, 0.0]","[-5.63364283854131, 36.11499258656365, 0.0]","[0.0, 0.0, 0.0]",2.37E-09,2,0.1,0
3,10838.27325,10838.27314,133,7893,"[3627.374521670391, 5297.928704088416, 1.895]","[0.0, 0.0, 0.0]","[-5.573566099601031, 35.72986505122292, 0.0]","[0.0, 0.0, 0.0]",1.56E-09,2,0.1,0
3,10838.87704,10838.87692,121,8039,"[3598.291014589304, 5895.474642543966, 1.895]","[0.0, 0.0, 0.0]","[-1.243226275205898, -31.685098384112422, 0.0]","[0.0, 0.0, 0.0]",1.14E-08,2,0.1,0
3,10839.04186,10839.04175,139,8077,"[3629.502637233088, 5284.286220890092, 1.895]","[0.0, 0.0, 0.0]","[-5.587515649995065, 35.8192899443958, 0.0]","[0.0, 0.0, 0.0]",9.55E-09,2,0.1,0
3,10839.06732,10839.06721,97,8123,"[3591.3281877721674, 5664.010093313591, 1.895]","[0.0, 0.0, 0.0]","[-1.1493299139300166, 27.527351361342717, 0.0]","[0.0, 0.0, 0.0]",1.53E-08,2,0.1,0
3,10839.11131,10839.11119,103,8169,"[3586.564524513982, 5699.0479056576505, 1.895]","[0.0, 0.0, 0.0]","[-1.250949285541573, 29.930637035094463, 0.0]","[0.0, 0.0, 0.0]",2.59E-09,2,0.1,0
3,10839.26399,10839.26388,85,8253,"[3644.9571270067368, 5240.825863673118, 1.895]","[0.0, 0.0, 0.0]","[5.39516991678198, -34.271590721360496, 0.0]","[0.0, 0.0, 0.0]",1.60E-08,2,0.1,0
3,10839.26552,10839.26541,145,8295,"[3635.365900444301, 5246.699225499225, 1.895]","[0.0, 0.0, 0.0]","[-5.611422244876657, 35.97254539946512, 0.0]","[0.0, 0.0, 0.0]",7.03E-09,2,0.1,0
3,10839.27566,10839.27555,115,8383,"[3814.7376858251882, 5241.840695640526, 1.895]","[0.0, 0.0, 0.0]","[0.7851918255785321, 1.8071937481036855, 0.0]","[0.0, 0.0, 0.0]",4.57E-09,2,0.1,0
3,10839.34471,10839.34459,127,8439,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-0.024387518279392322, -41.900804845068926, 0.0]","[0.0, 0.0, 0.0]",2.04E-08,2,0.1,1
3,10839.87704,10839.87692,121,8491,"[3597.8282648466597, 5863.858612703742, 1.895]","[0.0, 0.0, 0.0]","[-0.018437249778057867, -31.612969399096396, 0.0]","[0.0, 0.0, 0.0]",5.65E-09,2,0.1,0
3,10840.04186,10840.04175,139,8529,"[3624.0301393910927, 5320.02161133995, 1.895]","[0.0, 0.0, 0.0]","[-4.848710036123004, 35.81265517896708, 0.0]","[0.0, 0.0, 0.0]",1.99E-08,2,0.1,0
3,10840.06732,10840.06721,97,8571,"[3590.1805643710886, 5691.4965723559935, 1.895]","[0.0, 0.0, 0.0]","[-1.1473784937712364, 27.480613320649415, 0.0]","[0.0, 0.0, 0.0]",1.38E-08,2,0.1,0
3,10840.11131,10840.11119,103,8617,"[3585.3139915660695, 5728.968581257374, 1.895]","[0.0, 0.0, 0.0]","[-1.2527182763644185, 29.97296250972109, 0.0]","[0.0, 0.0, 0.0]",5.17E-09,2,0.1,0
3,10840.26399,10840.26388,85,8709,"[3650.343741825714, 5206.608617266205, 1.895]","[0.0, 0.0, 0.0]","[5.383861326657747, -34.19975547273752, 0.0]","[0.0, 0.0, 0.0]",4.16E-09,2,0.1,0
3,10840.26552,10840.26541,145,8751,"[3629.760575843006, 5282.632681386089, 1.895]","[0.0, 0.0, 0.0]","[-5.610118471191701, 35.96418743671948, 0.0]","[0.0, 0.0, 0.0]",6.10E-09,2,0.1,0
3,10840.27325,10840.27314,133,8797,"[3618.2965381180106, 5369.702656413623, 1.895]","[0.0, 0.0, 0.0]","[-4.158879193671709, 36.03624577922244, 0.0]","[0.0, 0.0, 0.0]",1.75E-09,2,0.1,0
3,10840.27566,10840.27555,115,8843,"[3815.2476088397325, 5243.014332010492, 1.895]","[0.0, 0.0, 0.0]","[0.3430890217588157, 0.7896520505784477, 0.0]","[0.0, 0.0, 0.0]",2.66E-09,2,0.1,0
3,10840.34471,10840.34459,127,8899,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-0.024384988249115294, -41.896457936799074, 0.0]","[0.0, 0.0, 0.0]",3.82E-09,2,0.1,1
3,10840.87703,10840.87692,121,8959,"[3597.8098071002883, 5832.210499331551, 1.895]","[0.0, 0.0, 0.0]","[-0.01848399075952523, -31.693112654440803, 0.0]","[0.0, 0.0, 0.0]",2.64E-08,2,0.1,0
3,10841.04185,10841.04175,139,9005,"[3619.8798107302036, 5355.983767662228, 1.895]","[0.0, 0.0, 0.0]","[-4.155998214670228, 36.01128240264993, 0.0]","[0.0, 0.0, 0.0]",6.78E-09,2,0.1,0
3,10841.06732,10841.06721,97,9046,"[3589.0336727892336, 5718.965523754961, 1.895]","[0.0, 0.0, 0.0]","[-1.1462028637418535, 27.452456060929975, 0.0]","[0.0, 0.0, 0.0]",1.78E-08,2,0.1,0
3,10841.26552,10841.26541,145,9173,"[3624.1921398990894, 5318.617894172255, 1.895]","[0.0, 0.0, 0.0]","[-5.305549399142964, 36.11903556321789, 0.0]","[0.0, 0.0, 0.0]",1.91E-09,2,0.1,0
3,10841.27325,10841.27314,133,9218,"[3614.1485995463413, 5405.644102867074, 1.895]","[0.0, 0.0, 0.0]","[-4.154319182803605, 35.996733770125985, 0.0]","[0.0, 0.0, 0.0]",4.62E-09,2,0.1,0
3,10841.27567,10841.27555,115,9263,"[3815.4673112414716, 5243.519998006917, 1.895]","[0.0, 0.0, 0.0]","[0.17181241205192485, 0.39544262534582125, 0.0]","[0.0, 0.0, 0.0]",2.72E-09,2,0.1,0
3,10841.87704,10841.87692,121,9367,"[3597.791356655177, 5800.5749048826, 1.895]","[0.0, 0.0, 0.0]","[-0.018448840981572283, -31.632843966421294, 0.0]","[0.0, 0.0, 0.0]",3.47E-09,2,0.1,0
3,10842.04186,10842.04175,139,9408,"[3615.7315296906536, 5391.928181563433, 1.895]","[0.0, 0.0, 0.0]","[-4.149435830615331, 35.954420042940214, 0.0]","[0.0, 0.0, 0.0]",1.76E-08,2,0.1,0
3,10842.06731,10842.06721,97,9449,"[3587.886437908549, 5746.442697429708, 1.895]","[0.0, 0.0, 0.0]","[-1.1477060761146332, 27.48845917426416, 0.0]","[0.0, 0.0, 0.0]",4.47E-09,2,0.1,0
3,10842.26553,10842.26541,145,9568,"[3620.024465395647, 5354.730350374954, 1.895]","[0.0, 0.0, 0.0]","[-4.181079845080593, 36.22861206189721, 0.0]","[0.0, 0.0, 0.0]",7.64E-09,2,0.1,0
3,10842.27326,10842.27314,133,9605,"[3610.0006694449817, 5441.585475926198, 1.895]","[0.0, 0.0, 0.0]","[-4.1536690839526464, 35.99110073278111, 0.0]","[0.0, 0.0, 0.0]",5.65E-09,2,0.1,0
3,10842.27566,10842.27555,115,9650,"[3815.581111482164, 5243.781920096288, 1.895]","[0.0, 0.0, 0.0]","[1.38784322991311e-07, 3.1942533362455986e-07, 0.0]","[0.0, 0.0, 0.0]",3.73E-09,2,0.1,0
3,10842.3447,10842.34459,127,9704,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[1.7968522837630931, -41.804318438527424, 0.0]","[0.0, 0.0, 0.0]",3.89E-09,2,0.1,1
3,10842.87703,10842.87692,121,9762,"[3597.772904379959, 5768.936172487166, 1.895]","[0.0, 0.0, 0.0]","[-0.01843507676444434, -31.60924349562949, 0.0]","[0.0, 0.0, 0.0]",1.89E-08,2,0.1,0
3,10843.04186,10843.04175,139,9807,"[3611.5838604449823, 5427.867294335767, 1.895]","[0.0, 0.0, 0.0]","[-4.153246174327925, 35.98743626585412, 0.0]","[0.0, 0.0, 0.0]",1.90E-08,2,0.1,0
3,10843.06732,10843.06721,97,9852,"[3587.71671657594, 5773.948046075456, 1.895]","[0.0, 0.0, 0.0]","[-0.026756079584369423, 27.577285411397934, 0.0]","[0.0, 0.0, 0.0]",1.17E-08,2,0.1,0
3,10843.26552,10843.26541,145,9975,"[3615.860853636018, 5390.807603334718, 1.895]","[0.0, 0.0, 0.0]","[-4.1688581017311295, 36.122711955965904, 0.0]","[0.0, 0.0, 0.0]",2.49E-09,2,0.1,0
3,10843.27325,10843.27314,133,10016,"[3605.8530126414967, 5477.524480888307, 1.895]","[0.0, 0.0, 0.0]","[-4.149463981873786, 35.95466397057986, 0.0]","[0.0, 0.0, 0.0]",2.53E-08,2,0.1,0
3,10843.3447,10843.34459,127,10111,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[1.7989099785073106, -41.85219133675648, 0.0]","[0.0, 0.0, 0.0]",1.90E-06,2,0.1,1
3,10843.87703,10843.87692,121,10173,"[3598.168236966556, 5737.29500992757, 1.895]","[0.0, 0.0, 0.0]","[1.3600009122442511, -31.698244496767444, 0.0]","[0.0, 0.0, 0.0]",1.94E-07,2,0.1,0
3,10844.04186,10844.04175,139,10218,"[3607.4376783133557, 5463.793521423105, 1.895]","[0.0, 0.0, 0.0]","[-4.154608438829701, 35.999240142840264, 0.0]","[0.0, 0.0, 0.0]",2.54E-09,2,0.1,0
3,10844.06732,10844.06721,97,10263,"[3587.690024820755, 5801.459032823642, 1.895]","[0.0, 0.0, 0.0]","[-0.02667645159252854, 27.495213452731193, 0.0]","[0.0, 0.0, 0.0]",1.08E-08,2,0.1,0
3,10844.1113,10844.11119,103,10296,"[3584.3442068917943, 5848.71638156634, 1.895]","[0.0, 0.0, 0.0]","[-0.02900176584918764, 29.923129642122984, 0.0]","[0.0, 0.0, 0.0]",2.57E-09,2,0.1,0
3,10844.26553,10844.26541,145,10388,"[3611.6990601210878, 5426.869101397598, 1.895]","[0.0, 0.0, 0.0]","[-4.163220222030985, 36.07386032813224, 0.0]","[0.0, 0.0, 0.0]",1.54E-08,2,0.1,0
3,10844.27325,10844.27314,133,10434,"[3602.8039585050865, 5513.565704139258, 1.895]","[0.0, 0.0, 0.0]","[-2.9618593506488673, 36.15649190782236, 0.0]","[0.0, 0.0, 0.0]",3.61E-09,2,0.1,0
3,10844.34471,10844.34459,127,10536,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.5179643234046845, -41.79178227442071, 0.0]","[0.0, 0.0, 0.0]",2.27E-08,2,0.1,1
3,10844.87704,10844.87692,121,10604,"[3599.5240756048793, 5705.6937777013145, 1.895]","[0.0, 0.0, 0.0]","[1.3572391905117152, -31.633875620298763, 0.0]","[0.0, 0.0, 0.0]",2.84E-07,2,0.1,0
3,10845.04186,10845.04175,139,10684,"[3603.9330668453695, 5499.782268892892, 1.895]","[0.0, 0.0, 0.0]","[-2.956692125957559, 36.093413720933114, 0.0]","[0.0, 0.0, 0.0]",1.57E-08,2,0.1,0
3,10845.06732,10845.06721,97,10722,"[3587.6633579870345, 5828.944333209597, 1.895]","[0.0, 0.0, 0.0]","[-0.026673352297812564, 27.49201903350819, 0.0]","[0.0, 0.0, 0.0]",8.95E-08,2,0.1,0
3,10845.1113,10845.11119,103,10764,"[3584.315187431421, 5878.657767873251, 1.895]","[0.0, 0.0, 0.0]","[-0.0290316501738723, 29.95396336881592, 0.0]","[0.0, 0.0, 0.0]",1.38E-09,2,0.1,0
3,10845.26553,10845.26541,145,10852,"[3607.5384997946244, 5462.9199140136025, 1.895]","[0.0, 0.0, 0.0]","[-4.167581476814325, 36.111650136866615, 0.0]","[0.0, 0.0, 0.0]",2.60E-09,2,0.1,0
3,10845.27325,10845.27314,133,10894,"[3599.852440819346, 5549.5959515907325, 1.895]","[0.0, 0.0, 0.0]","[-2.9625256340078954, 36.16462547061538, 0.0]","[0.0, 0.0, 0.0]",2.45E-08,2,0.1,0
3,10845.82544,10845.82533,157,11065,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-3.4377228431113065, -29.83047123843292, 0.0]","[0.0, 0.0, 0.0]",2.90E-09,2,0.1,1
3,10845.87704,10845.87692,121,11112,"[3600.8799807442606, 5674.090995500521, 1.895]","[0.0, 0.0, 0.0]","[1.3580971117953113, -31.653871635278723, 0.0]","[0.0, 0.0, 0.0]",1.24E-08,2,0.1,0
3,10846.04186,10846.04175,139,11202,"[3600.9794120557635, 5535.838604746776, 1.895]","[0.0, 0.0, 0.0]","[-2.9546836534436394, 36.06889556811105, 0.0]","[0.0, 0.0, 0.0]",1.13E-08,2,0.1,0
3,10846.06732,10846.06721,97,11253,"[3587.6366820790936, 5856.438986325376, 1.895]","[0.0, 0.0, 0.0]","[-0.02677110842603415, 27.592775525781075, 0.0]","[0.0, 0.0, 0.0]",1.09E-07,2,0.1,0
3,10846.11131,10846.11119,103,11300,"[3585.3587030924305, 5908.580371948412, 1.895]","[0.0, 0.0, 0.0]","[1.2788244462520413, 29.96195255636854, 0.0]","[0.0, 0.0, 0.0]",1.52E-09,2,0.1,0
3,10846.26552,10846.26541,145,11402,"[3603.993813172177, 5499.04071643762, 1.895]","[0.0, 0.0, 0.0]","[-2.972369272918056, 36.28479034288216, 0.0]","[0.0, 0.0, 0.0]",3.82E-09,2,0.1,0
3,10846.27325,10846.27314,133,11449,"[3596.898787199571, 5585.652273164068, 1.895]","[0.0, 0.0, 0.0]","[-2.953753916314736, 36.0575459296168, 0.0]","[0.0, 0.0, 0.0]",2.29E-09,2,0.1,0
3,10846.34471,10846.34459,127,11550,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.517642437715764, -41.78795842193332, 0.0]","[0.0, 0.0, 0.0]",2.42E-08,2,0.1,1
3,10846.82544,10846.82533,157,11624,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-3.4432882854694005, -29.878764767567997, 0.0]","[0.0, 0.0, 0.0]",1.83E-08,2,0.1,1
3,10846.88272,10846.88261,151,11718,"[3597.784056178232, 6001.765372603069, 1.895]","[0.0, 0.0, 0.0]","[-2.1963491552490875, -29.867600145750405, 0.0]","[0.0, 0.0, 0.0]",1.54E-08,2,0.1,0
3,10847.04186,10847.04175,139,11761,"[3598.024813211878, 5571.906465013829, 1.895]","[0.0, 0.0, 0.0]","[-2.9566097471554116, 36.09240809300127, 0.0]","[0.0, 0.0, 0.0]",1.61E-08,2,0.1,0
3,10847.06732,10847.06721,97,11816,"[3587.6100081264926, 5883.931624086578, 1.895]","[0.0, 0.0, 0.0]","[-0.026667852178698093, 27.486350103045556, 0.0]","[0.0, 0.0, 0.0]",2.60E-08,2,0.1,0
3,10847.11131,10847.11119,103,11867,"[3586.890008553336, 5938.469545086056, 1.895]","[0.0, 0.0, 0.0]","[2.224142911704311, 29.912609418712893, 0.0]","[0.0, 0.0, 0.0]",5.66E-09,2,0.1,0
3,10847.26552,10847.26541,145,11965,"[3601.0315414971083, 5535.202241739284, 1.895]","[0.0, 0.0, 0.0]","[-2.9647419579961842, 36.19168094179232, 0.0]","[0.0, 0.0, 0.0]",2.28E-09,2,0.1,0
3,10847.27325,10847.27314,133,12020,"[3593.9447488872834, 5621.713290818499, 1.895]","[0.0, 0.0, 0.0]","[-2.958684048506806, 36.11772984234961, 0.0]","[0.0, 0.0, 0.0]",3.46E-09,2,0.1,0
3,10847.34471,10847.34459,127,12117,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.517385175366221, -41.78490226465381, 0.0]","[0.0, 0.0, 0.0]",1.45E-08,2,0.1,1
3,10847.82544,10847.82533,157,12183,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-3.4378971920642956, -29.83198413279196, 0.0]","[0.0, 0.0, 0.0]",1.14E-08,2,0.1,1
3,10847.87703,10847.87692,121,12230,"[3604.9737911066177, 5610.949271913838, 1.895]","[0.0, 0.0, 0.0]","[2.658866362678297, -31.581767319502518, 0.0]","[0.0, 0.0, 0.0]",2.68E-08,2,0.1,0
3,10847.88272,10847.88261,151,12281,"[3595.7991837769937, 5971.864604734127, 1.895]","[0.0, 0.0, 0.0]","[-1.9839905399018087, -29.887483220967187, 0.0]","[0.0, 0.0, 0.0]",2.97E-09,2,0.1,0
3,10848.04186,10848.04175,139,12332,"[3595.0708710595454, 5607.966308808796, 1.895]","[0.0, 0.0, 0.0]","[-2.967089106119887, 36.22033343068332, 0.0]","[0.0, 0.0, 0.0]",1.66E-08,2,0.1,0
3,10848.06732,10848.06721,97,12379,"[3588.78086997931, 5911.440585757699, 1.895]","[0.0, 0.0, 0.0]","[1.17244931650331, 27.537680139392194, 0.0]","[0.0, 0.0, 0.0]",2.92E-08,2,0.1,0
3,10848.1113,10848.11119,103,12426,"[3589.109774200704, 5968.323284457485, 1.895]","[0.0, 0.0, 0.0]","[2.218856540105593, 29.841512742306666, 0.0]","[0.0, 0.0, 0.0]",8.91E-09,2,0.1,0
3,10848.26552,10848.26541,145,12532,"[3598.068554938522, 5571.372493883465, 1.895]","[0.0, 0.0, 0.0]","[-2.9722412067187065, 36.283226992279424, 0.0]","[0.0, 0.0, 0.0]",1.65E-08,2,0.1,0
3,10848.27325,10848.27314,133,12583,"[3591.58653096176, 5657.822571640701, 1.895]","[0.0, 0.0, 0.0]","[-1.5109025077328906, 36.187298093436226, 0.0]","[0.0, 0.0, 0.0]",4.30E-09,2,0.1,0
3,10848.34471,10848.34459,127,12684,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[5.1553444742740515, -41.6331954354975, 0.0]","[0.0, 0.0, 0.0]",2.79E-09,2,0.1,1
3,10848.82544,10848.82533,157,12742,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-1.9862253298209782, -29.921148828163737, 0.0]","[0.0, 0.0, 0.0]",4.38E-09,2,0.1,1
3,10848.87704,10848.87692,121,12797,"[3607.6276445129806, 5579.427048023142, 1.895]","[0.0, 0.0, 0.0]","[2.661916689904615, -31.617998822550916, 0.0]","[0.0, 0.0, 0.0]",3.77E-09,2,0.1,0
3,10848.88272,10848.88261,151,12844,"[3593.8141766767553, 5941.961807715326, 1.895]","[0.0, 0.0, 0.0]","[-1.981987838046972, -29.857313864399654, 0.0]","[0.0, 0.0, 0.0]",5.49E-08,2,0.1,0
3,10849.04186,10849.04175,139,12895,"[3592.1624398144795, 5644.029103682738, 1.895]","[0.0, 0.0, 0.0]","[-2.629754350674364, 36.157390950924174, 0.0]","[0.0, 0.0, 0.0]",3.05E-08,2,0.1,0
3,10849.06732,10849.06721,97,12950,"[3590.2283334443277, 5938.917151749728, 1.895]","[0.0, 0.0, 0.0]","[2.043836770195709, 27.448833722012086, 0.0]","[0.0, 0.0, 0.0]",3.19E-09,2,0.1,0
3,10849.11131,10849.11119,103,13005,"[3591.3292340750063, 5998.172911471634, 1.895]","[0.0, 0.0, 0.0]","[2.216264850312722, 29.806656976507266, 0.0]","[0.0, 0.0, 0.0]",3.01E-09,2,0.1,0
3,10849.26553,10849.26541,145,13099,"[3595.108132324482, 5607.511447026157, 1.895]","[0.0, 0.0, 0.0]","[-2.9675933140560717, 36.22648847993657, 0.0]","[0.0, 0.0, 0.0]",1.82E-08,2,0.1,0
3,10849.27326,10849.27314,133,13150,"[3590.078112240409, 5693.950381105549, 1.895]","[0.0, 0.0, 0.0]","[-1.5100868297717454, 36.16776196759994, 0.0]","[0.0, 0.0, 0.0]",1.57E-08,2,0.1,0
3,10849.82544,10849.82533,157,13313,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-1.980638722310085, -29.836990343093415, 0.0]","[0.0, 0.0, 0.0]",3.98E-08,2,0.1,1
3,10849.87703,10849.87692,121,13364,"[3610.2819154133717, 5547.899865177217, 1.895]","[0.0, 0.0, 0.0]","[2.6534239449975363, -31.517122788561828, 0.0]","[0.0, 0.0, 0.0]",7.01E-09,2,0.1,0
3,10849.88272,10849.88261,151,13419,"[3592.3306872724806, 5912.037978637581, 1.895]","[0.0, 0.0, 0.0]","[-1.1667283953266088, -29.864379312438544, 0.0]","[0.0, 0.0, 0.0]",7.51E-07,2,0.1,0
3,10850.04186,10850.04175,139,13466,"[3590.6533415523054, 5680.173188682375, 1.895]","[0.0, 0.0, 0.0]","[-1.509159228973784, 36.145545202267634, 0.0]","[0.0, 0.0, 0.0]",6.28E-09,2,0.1,0
3,10850.06732,10850.06721,97,13513,"[3592.2698983477712, 5966.335474183541, 1.895]","[0.0, 0.0, 0.0]","[2.042810012555987, 27.435044313710737, 0.0]","[0.0, 0.0, 0.0]",5.84E-09,2,0.1,0
3,10850.11131,10850.11119,103,13560,"[3594.162925445376, 6027.9817245709855, 1.895]","[0.0, 0.0, 0.0]","[3.1455691335776366, 29.76803251299608, 0.0]","[0.0, 0.0, 0.0]",2.49E-09,2,0.1,0
3,10850.27325,10850.27314,133,13701,"[3588.569254343743, 5730.0887091630675, 1.895]","[0.0, 0.0, 0.0]","[-1.5090000389105283, 36.141732475607185, 0.0]","[0.0, 0.0, 0.0]",6.75E-09,2,0.1,0
3,10850.82544,10850.82533,157,13852,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-1.1730682869781732, -30.026659522474553, 0.0]","[0.0, 0.0, 0.0]",6.12E-06,2,0.1,1
3,10850.87704,10850.87692,121,13903,"[3612.936597409226, 5516.367799377623, 1.895]","[0.0, 0.0, 0.0]","[2.6521435971089664, -31.5019149354149, 0.0]","[0.0, 0.0, 0.0]",3.37E-09,2,0.1,0
3,10850.88272,10850.88261,151,13946,"[3591.238818137225, 5882.08941201938, 1.895]","[0.0, 0.0, 0.0]","[-0.8360017035358072, -29.953760970504316, 0.0]","[0.0, 0.0, 0.0]",8.67E-08,2,0.1,0
3,10851.04186,10851.04175,139,13989,"[3589.145603277805, 5716.284700912354, 1.895]","[0.0, 0.0, 0.0]","[-1.509613134617336, 36.15641659783782, 0.0]","[0.0, 0.0, 0.0]",2.63E-08,2,0.1,0
3,10851.06731,10851.06721,97,14032,"[3594.311110283445, 5993.749056241915, 1.895]","[0.0, 0.0, 0.0]","[2.0386448932416226, 27.379106545503937, 0.0]","[0.0, 0.0, 0.0]",1.87E-08,2,0.1,0
3,10851.1113,10851.11119,103,14079,"[3597.3094497991524, 6057.758796791801, 1.895]","[0.0, 0.0, 0.0]","[3.147437707829649, 29.78571572920427, 0.0]","[0.0, 0.0, 0.0]",1.26E-08,2,0.1,0
3,10851.26553,10851.26541,145,14161,"[3590.668359195118, 5679.813504378236, 1.895]","[0.0, 0.0, 0.0]","[-1.5109240112678697, 36.18781312003162, 0.0]","[0.0, 0.0, 0.0]",1.26E-08,2,0.1,0
3,10851.34471,10851.34459,127,14317,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[5.151392051864009, -41.60127671979148, 0.0]","[0.0, 0.0, 0.0]",2.11E-09,2,0.1,1
3,10851.82544,10851.82533,157,14383,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-1.1660933814793628, -29.848125062938767, 0.0]","[0.0, 0.0, 0.0]",1.68E-08,2,0.1,1
3,10851.87703,10851.87692,121,14438,"[3615.5911183036123, 5484.837647126277, 1.895]","[0.0, 0.0, 0.0]","[2.655100201613848, -31.53703320871954, 0.0]","[0.0, 0.0, 0.0]",2.00E-09,2,0.1,0
3,10851.88272,10851.88261,151,14489,"[3591.221377056046, 5852.123454419016, 1.895]","[0.0, 0.0, 0.0]","[-0.01742787964572071, -29.94327571498535, 0.0]","[0.0, 0.0, 0.0]",3.21E-08,2,0.1,0
3,10852.04186,10852.04175,139,14540,"[3587.7375901136525, 5752.433851321201, 1.895]","[0.0, 0.0, 0.0]","[-0.7770455148207787, 36.20944683837754, 0.0]","[0.0, 0.0, 0.0]",3.88E-09,2,0.1,0
3,10852.06731,10852.06721,97,14586,"[3596.757969584585, 6021.113708360624, 1.895]","[0.0, 0.0, 0.0]","[2.890977533317804, 27.37679989321299, 0.0]","[0.0, 0.0, 0.0]",1.99E-07,2,0.1,0
3,10852.26553,10852.26541,145,14670,"[3589.1567235029543, 5716.018362812919, 1.895]","[0.0, 0.0, 0.0]","[-1.5070696668882628, 36.09549855419094, 0.0]","[0.0, 0.0, 0.0]",1.07E-08,2,0.1,0
3,10852.27326,10852.27314,133,14720,"[3587.6891058169817, 5802.406242943548, 1.895]","[0.0, 0.0, 0.0]","[-0.03521235847752381, 36.293107018205085, 0.0]","[0.0, 0.0, 0.0]",9.80E-09,2,0.1,0
3,10852.82544,10852.82533,157,14858,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-0.017427078742913764, -29.941899666089096, 0.0]","[0.0, 0.0, 0.0]",9.52E-09,2,0.1,1
3,10852.87703,10852.87692,121,14904,"[3619.3342579425207, 5453.410004717329, 1.895]","[0.0, 0.0, 0.0]","[3.895489004855171, -31.44368780776363, 0.0]","[0.0, 0.0, 0.0]",2.09E-09,2,0.1,0
